category,subject,day,start_period,end_period,start_time,end_time,room
전공,고급통계분석,수,4,6,12:00,15:00,수A-604
전공,데이터사이언스실습,목,4,6,12:00,15:00,nan
전공,데이터기반 인공지능2,수,1,3,09:00,12:00,성504
전공,사회연결망분석,월,1,3,09:00,12:00,난205
전공,보험수리학개론,화,7,9,15:00,18:00,성311
전공,금융암호 구현 2,수,7,9,15:00,18:00,수210
전공,암호프로토콜개론,화,4,6,12:00,15:00,수326
전공,스마트 금융 데이터 분석,목,4,6,12:00,15:00,성707
전공,일반화학실험 2,화,4,6,12:00,15:00,운캠A 557
전공,일반화학실험 2,화,7,9,15:00,18:00,운캠A 557
전공,일반화학실험 2,수,4,6,12:00,15:00,운캠A 557
전공,일반화학실험 2,수,7,9,15:00,18:00,운캠A 557
전공,일반화학실험 2,목,1,3,09:00,12:00,운캠A 557
전공,일반화학실험 2,목,4,6,12:00,15:00,운캠A 449
전공,일반화학실험 2,목,4,6,12:00,15:00,운캠A 557
전공,일반화학실험 2,목,7,9,15:00,18:00,운캠A 449
전공,일반화학실험 2,목,7,9,15:00,18:00,운캠A 557
전공,분석화학실험,수,7,9,15:00,18:00,운캠A 449
전공,물리화학 2,화,1,3,09:00,12:00,운캠C 207
전공,유기화학 2,월,4,6,12:00,15:00,운캠C 212
전공,유기화학실험,화,4,6,12:00,15:00,운캠A 449
전공,분석화학 2,월,7,9,15:00,18:00,nan
전공,생화학 2,수,4,6,12:00,15:00,운캠B 529
전공,에너지 화학,목,4,6,12:00,15:00,운캠P 502
전공,무기화학 2,화,7,9,15:00,18:00,운캠C 208
전공,유기화학 3,목,1,3,09:00,12:00,운캠B-106
전공,물리화학실험,월,4,6,12:00,15:00,운캠B 531
전공,물리화학실험,월,7,9,15:00,18:00,운캠B 531
전공,기기분석,수,4,6,12:00,15:00,운캠C 207
전공,효소화학,화,4,6,12:00,15:00,운캠B 529
전공,반응공학,목,4,6,12:00,15:00,운캠B 329
전공,에너지화학실험,월,4,6,12:00,15:00,운캠A 449
전공,무기화학특강,월,4,6,12:00,15:00,운캠B 424
전공,유기합성화학,월,7,9,15:00,18:00,운캠B 540
전공,나노재료화학 2,화,7,9,15:00,18:00,운캠B 424
전공,표면화학,목,4,6,12:00,15:00,운캠B 531
전공,연구프로젝트 종합설계 2,화,4,6,12:00,15:00,nan
전공,영양학개론,화,4,6,12:00,15:00,운캠C 207
전공,생리학,월,7,9,15:00,18:00,운캠C 207
전공,빅데이터입문,화,4,6,12:00,15:00,운캠C 206
전공,스포츠영양학,수,7,9,15:00,18:00,운캠B-106
전공,생애주기영양학,수,4,6,12:00,15:00,운캠B 540
전공,보건프로그램 개발 및 평가,수,4,6,12:00,15:00,운캠C 205
전공,식품위생관계법규,화,7,9,15:00,18:00,운캠B 529
전공,보건의료법규,수,7,9,15:00,18:00,운캠B 531
전공,데이터분석Ⅱ(Python 심화),화,7,9,15:00,18:00,운캠B-108
전공,딥러닝 이론과 적용,목,4,6,12:00,15:00,운캠B-108
전공,바이오헬스종합설계,목,7,9,15:00,18:00,운캠B 329
전공,식품화학,화,4,6,12:00,15:00,운캠B 541
전공,급식경영 및 인사관리,목,4,6,12:00,15:00,운캠B 423
전공,영양생화학 2 및 실험,수,4,6,12:00,15:00,운캠A 650
전공,영양판정 및 실습,목,7,9,15:00,18:00,운캠B 540
전공,한국조리 및 실습,화,7,9,15:00,18:00,운캠A 741
전공,식사요법,월,4,6,12:00,15:00,운캠B 540
전공,임상영양학실험,목,4,6,12:00,15:00,운캠A 650
전공,식품가공학 및 실험,목,7,9,15:00,18:00,운캠A 757
전공,식품위생학,월,7,9,15:00,18:00,운캠B 541
전공,식품마케팅,수,7,9,15:00,18:00,운캠B 423
전공,기능성식품학,목,1,3,09:00,12:00,운캠C 208
전공,C++프로그래밍,월,7,9,15:00,18:00,프601
전공,C++프로그래밍,월,7,9,15:00,18:00,프605
전공,C++프로그래밍,목,7,9,15:00,18:00,수207
전공,C++프로그래밍,목,7,9,15:00,18:00,수213
전공,C++프로그래밍,목,1,3,09:00,12:00,수207
전공,C++프로그래밍,화,4,6,12:00,15:00,수214
전공,C++프로그래밍,화,4,6,12:00,15:00,수213
전공,C++프로그래밍,화,4,6,12:00,15:00,수207
전공,C++프로그래밍,수,7,9,15:00,18:00,수A-506
전공,C++프로그래밍,수,7,9,15:00,18:00,수213
전공,디지털컨텐츠,화,7,9,15:00,18:00,수404
전공,웹프로그래밍기초,목,4,6,12:00,15:00,미501
전공,웹프로그래밍기초,목,7,9,15:00,18:00,미501
전공,IT개론,화,7,9,15:00,18:00,성303
전공,IT개론,금,7,9,15:00,18:00,성211
전공,소프트웨어융합기술개론,화,4,6,12:00,15:00,성702
전공,소프트웨어융합기술개론,화,4,6,12:00,15:00,난505
전공,이산수학,월,4,6,12:00,15:00,수203
전공,이산수학,수,7,9,15:00,18:00,성305
전공,이산수학,월,7,9,15:00,18:00,성306
전공,자료구조,월,7,9,15:00,18:00,수207
전공,컴퓨터 네트워크,화,7,9,15:00,18:00,수327
전공,컴퓨터 네트워크,화,1,3,09:00,12:00,수203
전공,데이터베이스,목,7,9,15:00,18:00,nan
전공,데이터베이스,화,1,3,09:00,12:00,수213
전공,데이터베이스,금,4,6,12:00,15:00,수214
전공,운영체제,수,4,6,12:00,15:00,성211
전공,운영체제,목,4,6,12:00,15:00,성305
전공,자바프로그래밍,수,4,6,12:00,15:00,수223
전공,모바일서비스디자인,수,4,6,12:00,15:00,미501
전공,모바일서비스디자인,수,7,9,15:00,18:00,미501
전공,3D 모델링과 시뮬레이션,월,4,6,12:00,15:00,미501
전공,3D 모델링과 시뮬레이션,월,7,9,15:00,18:00,미501
전공,미디어스토리텔링 프로덕션,화,4,6,12:00,15:00,미501
전공,미디어스토리텔링 프로덕션,화,7,9,15:00,18:00,미501
전공,IoT 서비스설계,금,4,6,12:00,15:00,미501
전공,빅데이터분석,목,4,6,12:00,15:00,수223
전공,서비스플랫폼디자인,수,4,6,12:00,15:00,프410
전공,서비스플랫폼디자인,수,7,9,15:00,18:00,프410
전공,비즈니스서비스디자인,화,4,6,12:00,15:00,프410
전공,서비스측정 및 평가,화,4,6,12:00,15:00,프408
전공,서비스측정 및 평가,화,7,9,15:00,18:00,프408
전공,이노베이티브매니지먼트,화,4,6,12:00,15:00,미502
전공,문화와 행태 디자인,화,7,9,15:00,18:00,미502
전공,취업 및 창업 특강,목,7,9,15:00,18:00,프410
전공,생성형 인공지능 디자인,목,4,6,12:00,15:00,프410
전공,융합캡스톤디자인,수,4,6,12:00,15:00,프408
전공,서비스/UX 디자인 리서치,월,4,6,12:00,15:00,프410
전공,융합보안수사론,월,7,9,15:00,18:00,성305
전공,융합보안수사론,수,7,9,15:00,18:00,성311
전공,개인정보보호관리체계,화,4,6,12:00,15:00,난205
전공,정보보호론,수,4,6,12:00,15:00,수406
전공,기업정보보안관리체계,월,7,9,15:00,18:00,성301
전공,융합보안 비즈니스 활용론,월,4,6,12:00,15:00,성305
전공,악성코드분석,목,4,6,12:00,15:00,프601
전공,악성코드분석,목,7,9,15:00,18:00,프601
전공,정보보호컨설팅기법,목,7,9,15:00,18:00,성710
전공,보안성평가방법론,화,7,9,15:00,18:00,수C-740
전공,데이터베이스보안,수,7,9,15:00,18:00,프605
전공,데이터베이스보안,수,7,9,15:00,18:00,프601
전공,사이버 보안관제,화,4,6,12:00,15:00,프605
전공,사이버 보안관제,화,4,6,12:00,15:00,프601
전공,산업보안학,화,7,9,15:00,18:00,성701
전공,디지털포렌식,수,7,9,15:00,18:00,프508
전공,디지털포렌식,목,4,6,12:00,15:00,프508
전공,융합캡스톤디자인,월,4,6,12:00,15:00,수412
전공,융합보안특강,월,7,9,15:00,18:00,nan
전공,인공지능 보안,수,4,6,12:00,15:00,성306
전공,취창업특강,화,4,6,12:00,15:00,수B-1026
전공,파이썬 활용,화,1,3,09:00,12:00,수209
전공,파이썬 활용,수,7,9,15:00,18:00,수209
전공,고급자료구조,수,4,6,12:00,15:00,nan
전공,고급자바프로그래밍,월,4,6,12:00,15:00,수209
전공,기계학습,월,7,9,15:00,18:00,수205
전공,프로그래밍언어론,목,7,9,15:00,18:00,수210
전공,모바일프로그래밍,화,7,9,15:00,18:00,수209
전공,소프트웨어공학,월,7,9,15:00,18:00,수210
전공,상업 논리 및 논술,금,4,6,12:00,15:00,성607
전공,정보ㆍ컴퓨터 교과교재연구 및 지도법,금,7,9,15:00,18:00,성612
전공,오픈소스소프트웨어,화,4,6,12:00,15:00,수210
전공,정보보호,수,4,6,12:00,15:00,성707
전공,컴파일러,화,7,9,15:00,18:00,수210
전공,융합캡스톤디자인,화,4,6,12:00,15:00,수204
전공,컴퓨터공학특강,수,7,9,15:00,18:00,성308
전공,환경에너지소재융합개론,화,7,9,15:00,18:00,운캠B 530
전공,일반화학실험 2,월,4,6,12:00,15:00,운캠C 309
전공,일반화학실험 2,수,4,6,12:00,15:00,운캠C 309
전공,일반화학실험 2,수,7,9,15:00,18:00,운캠C 309
전공,소재와 환경,수,7,9,15:00,18:00,운캠B 540
전공,신재생에너지공학개론,월,7,9,15:00,18:00,운캠C 205
전공,재료과학과 공학 2,화,7,9,15:00,18:00,운캠B 540
전공,고체화학,금,4,6,12:00,15:00,nan
전공,재료의 전자기적특성 개론,수,4,6,12:00,15:00,운캠B 541
전공,기초재료공학실험 2,화,4,6,12:00,15:00,운캠C 412
전공,상평형과 상변태론,화,4,6,12:00,15:00,운캠C 205
전공,에너지소재공학,월,4,6,12:00,15:00,운캠C 205
전공,촉매공학,금,7,9,15:00,18:00,운캠C 207
전공,기후변화와 온실가스관리,금,4,6,12:00,15:00,운캠C 205
전공,재료 공학 실험 2,월,7,9,15:00,18:00,운캠C 412
전공,재료기기분석,화,7,9,15:00,18:00,nan
전공,핵심전략소재 공학,금,4,6,12:00,15:00,운캠B 529
전공,창의성 공학설계와 창업(캡스톤디자인) 2,목,7,9,15:00,18:00,운캠B 541
전공,반도체 소재 및 공정,목,4,6,12:00,15:00,운캠C 205
전공,세라믹 소재,수,7,9,15:00,18:00,운캠B 541
전공,바이오식품공학개론,화,7,9,15:00,18:00,운캠C 207
전공,생리학,월,4,6,12:00,15:00,운캠B 529
전공,기기분석개론,수,7,9,15:00,18:00,운캠C 209
전공,단백질공학,목,7,9,15:00,18:00,운캠C 205
전공,생화학 2,화,7,9,15:00,18:00,운캠B 541
전공,생화학실험,목,4,6,12:00,15:00,운캠C 614
전공,바이오식품소재공학,월,7,9,15:00,18:00,운캠C 208
전공,바이오식품소재공학실험,수,4,6,12:00,15:00,운캠C 614
전공,바이오프로세스,화,7,9,15:00,18:00,운캠C 209
전공,바이오식품화학실험,수,7,9,15:00,18:00,운캠C 614
전공,바이오식품화학 2,목,7,9,15:00,18:00,운캠C 209
전공,식품이화학시험검사 실습,화,4,6,12:00,15:00,운캠C 614
전공,바이오식품공학 2,목,4,6,12:00,15:00,운캠B 529
전공,바이오식품개발캡스톤디자인,화,1,3,09:00,12:00,운캠C 614
전공,HACCP의 이론과 응용,수,7,9,15:00,18:00,운캠C 211
전공,바이오식품포장공학,목,4,6,12:00,15:00,운캠C 207
전공,바이오식품산업동향 및 마케팅,수,7,9,15:00,18:00,운캠C 304
전공,바이오산업현장실습,목,1,3,09:00,12:00,운캠B 529
전공,일반생물학실험 2,월,7,9,15:00,18:00,운캠A 235
전공,일반생물학실험 2,화,4,6,12:00,15:00,운캠A 235
전공,일반생물학실험 2,화,7,9,15:00,18:00,운캠A 235
전공,일반생물학실험 2,수,4,6,12:00,15:00,운캠A 235
전공,일반생물학실험 2,수,7,9,15:00,18:00,운캠A 235
전공,일반생물학실험 2,목,4,6,12:00,15:00,운캠A 235
전공,일반생물학실험 2,목,7,9,15:00,18:00,운캠A 235
전공,생명공학개론 2,수,1,3,09:00,12:00,운캠P 502
전공,세포학,금,7,9,15:00,18:00,운캠C 311
전공,해부학-조직학 및 실험,목,4,6,12:00,15:00,운캠C 728
전공,분자생물학,화,1,3,09:00,12:00,운캠C 311
전공,미생물학,수,4,6,12:00,15:00,운캠C 311
전공,세포배양 -분석실험,월,4,6,12:00,15:00,운캠A 351
전공,세포배양 -분석실험,월,7,9,15:00,18:00,운캠A 351
전공,세포배양 -분석실험,화,1,3,09:00,12:00,운캠A 351
전공,세포배양 -분석실험,화,4,6,12:00,15:00,운캠A 351
전공,생물공정공학실험,금,1,3,09:00,12:00,운캠A 351
전공,생물공정공학실험,금,4,6,12:00,15:00,운캠A 351
전공,발생학 및 발생공학,수,7,9,15:00,18:00,운캠C 212
전공,보전생물학,금,4,6,12:00,15:00,운캠C 206
전공,생물정보학,목,4,6,12:00,15:00,운캠C 209
전공,생물정보학실험,화,4,6,12:00,15:00,운캠B-109
전공,생명공학창의설계 2,월,1,3,09:00,12:00,운캠B 541
전공,생식생리와 보조생식술,수,4,6,12:00,15:00,운캠C 209
전공,조직공학,목,7,9,15:00,18:00,운캠B 529
전공,유기화학 2,월,4,6,12:00,15:00,nan
전공,미적분학 및 연습 2,수,7,9,15:00,18:00,운캠C 207
전공,물리학 2,금,7,9,15:00,18:00,nan
전공,생화학 2,수,4,6,12:00,15:00,운캠B 529
전공,물리학실험,월,7,9,15:00,18:00,운캠A 352
전공,연구방법론 2,금,1,3,09:00,12:00,운캠C 309
전공,생물약제학,화,7,9,15:00,18:00,운캠C 103
전공,바이러스학,수,4,6,12:00,15:00,nan
전공,의약화학 2,화,7,9,15:00,18:00,운캠C 211
전공,인공지능수학,월,4,6,12:00,15:00,성303
전공,모바일프로그래밍,목,4,6,12:00,15:00,수214
전공,모바일프로그래밍,금,7,9,15:00,18:00,수214
전공,기계학습,목,7,9,15:00,18:00,성311
전공,기계학습,목,7,9,15:00,18:00,성303
전공,자료구조실습,수,4,6,12:00,15:00,수213
전공,자료구조실습,수,4,6,12:00,15:00,수A-506
전공,자료구조실습,금,1,3,09:00,12:00,수213
전공,빅데이터분석,화,4,6,12:00,15:00,수A-506
전공,빅데이터분석,금,4,6,12:00,15:00,수A-506
전공,강화학습,수,4,6,12:00,15:00,수205
전공,강화학습,월,4,6,12:00,15:00,수205
전공,융합캡스톤디자인,목,4,6,12:00,15:00,성311
전공,취업및창업특강,목,1,3,09:00,12:00,난604
전공,컴퓨터그래픽스,월,7,9,15:00,18:00,수214
전공,컴퓨터그래픽스,화,7,9,15:00,18:00,수213
전공,자연어처리,화,1,3,09:00,12:00,수214
전공,자연어처리,화,7,9,15:00,18:00,수214
전공,컴퓨터비전,목,7,9,15:00,18:00,성212
전공,컴퓨터비전,금,7,9,15:00,18:00,성212
전공,심층학습프로젝트,수,1,3,09:00,12:00,수213
전공,심층학습프로젝트,목,1,3,09:00,12:00,수213
전공,생성형AI프로젝트,수,4,6,12:00,15:00,수214
전공,마이크로컨트롤러응용실습,월,4,6,12:00,15:00,미401
전공,IoT네트워크,화,4,6,12:00,15:00,난706
전공,고급IoT시스템설계,수,7,9,15:00,18:00,미401
전공,모빌리티서비스,목,4,6,12:00,15:00,수A-506
전공,IoT 커넥티비티,화,7,9,15:00,18:00,수204
전공,해부학,수,5,6,13:00,15:00,운캠C 728
전공,해부학,수,7,8,15:00,17:00,운캠C 728
전공,건강과 글로벌이슈,화,5,7,13:00,16:00,운캠C 625
전공,건강과 글로벌이슈,화,1,3,09:00,12:00,운캠C 625
전공,국제개발협력의 이해,금,5,6,13:00,15:00,운캠C 625
전공,간호윤리,목,5,6,13:00,15:00,운캠C 212
전공,간호윤리,목,2,3,10:00,12:00,운캠P 502
전공,기본간호학 2,화,8,9,16:00,18:00,운캠C 728
전공,기본간호학 2,화,4,5,12:00,14:00,운캠C 728
전공,여성건강간호학 1,목,2,3,10:00,12:00,운캠P 503
전공,여성건강간호학 1,목,5,6,13:00,15:00,운캠P 503
전공,성인간호학 2,화,5,6,13:00,15:00,운캠C 729
전공,성인간호학 2,화,2,3,10:00,12:00,운캠C 739
전공,아동간호학 1,화,2,3,10:00,12:00,운캠P 502
전공,아동간호학 1,화,7,8,15:00,17:00,운캠C 729
전공,성인간호학 3,월,8,9,16:00,18:00,운캠C 728
전공,성인간호학 3,월,5,6,13:00,15:00,운캠C 728
전공,기본간호학실습 2,수,4,5,12:00,14:00,운캠C 509a
전공,기본간호학실습 2,수,4,5,12:00,14:00,운캠C 509b
전공,기본간호학실습 2,수,6,7,14:00,16:00,운캠C 509a
전공,기본간호학실습 2,수,6,7,14:00,16:00,운캠C 509b
전공,기본간호학실습 2,수,8,9,16:00,18:00,운캠C 509a
전공,기본간호학실습 2,수,8,9,16:00,18:00,운캠C 509b
전공,환자안전,금,2,3,10:00,12:00,운캠C 625
전공,여성건강간호학실습,월,5,6,13:00,15:00,nan
전공,여성건강간호학실습,월,3,4,11:00,13:00,nan
전공,여성건강간호학실습,월,1,2,09:00,11:00,nan
전공,아동간호학실습,월,1,2,09:00,11:00,nan
전공,아동간호학실습,월,3,4,11:00,13:00,nan
전공,아동간호학실습,월,5,6,13:00,15:00,nan
전공,정신간호학 2,화,5,7,13:00,16:00,운캠C 739
전공,정신간호학 2,목,5,7,13:00,16:00,운캠C 739
전공,정신간호학 2,화,1,3,09:00,12:00,운캠C 728
전공,정신간호학 2,목,1,3,09:00,12:00,운캠C 728
전공,보건교육,수,5,6,13:00,15:00,운캠C 729
전공,보건교육,목,2,3,10:00,12:00,운캠C 729
전공,보건교육,수,2,3,10:00,12:00,운캠C 729
전공,보건교육,목,5,6,13:00,15:00,운캠C 729
전공,성인간호학 5,화,8,9,16:00,18:00,"운캠C 729,운캠P 502"
전공,성인간호학 5,수,7,8,15:00,17:00,"운캠C 729,운캠P 502"
전공,성인간호학 5,화,5,6,13:00,15:00,"운캠C 739,운캠P 502"
전공,성인간호학 5,수,5,6,13:00,15:00,"운캠C 739,운캠P 502"
전공,간호정보학,목,4,5,12:00,14:00,nan
전공,감염과 간호,목,6,7,14:00,16:00,운캠C 306
전공,간호연구 및 통계,금,1,3,09:00,12:00,운캠C 207
전공,간호연구 및 통계,금,5,7,13:00,16:00,운캠C 728
전공,보건의료관계법규,목,6,7,14:00,16:00,운캠C 204
전공,보건의료관계법규,목,3,4,11:00,13:00,운캠C 204
전공,간호관리학실습,화,1,2,09:00,11:00,nan
전공,간호관리학실습,화,3,4,11:00,13:00,nan
전공,간호관리학실습,화,5,6,13:00,15:00,nan
전공,성인간호학실습 4,월,1,2,09:00,11:00,nan
전공,성인간호학실습 4,월,3,4,11:00,13:00,nan
전공,성인간호학실습 4,월,5,6,13:00,15:00,nan
전공,지역보건소실습,수,1,2,09:00,11:00,nan
전공,지역보건소실습,수,3,4,11:00,13:00,nan
전공,지역보건소실습,수,5,6,13:00,15:00,nan
전공,가정 교과교재 연구 및 지도법,월,4,6,12:00,15:00,운캠B 229
전공,서양의복구성,목,4,6,12:00,15:00,운캠B 427
전공,서양의복구성,목,7,9,15:00,18:00,운캠B 427
전공,서양의복구성,화,4,6,12:00,15:00,운캠B 534
전공,패션일러스트레이션,월,4,6,12:00,15:00,운캠B 645
전공,패션일러스트레이션,월,7,9,15:00,18:00,운캠B 645
전공,패션일러스트레이션,화,4,6,12:00,15:00,운캠B 645
전공,패션일러스트레이션,월,4,6,12:00,15:00,운캠B 646
전공,패션디자인CAD 1,화,1,3,09:00,12:00,운캠B-109
전공,패션디자인CAD 1,목,4,6,12:00,15:00,운캠B-109
전공,패션디자인CAD 1,목,7,9,15:00,18:00,운캠B-109
전공,패션산업의 이해,화,7,9,15:00,18:00,운캠B 647
전공,한국복식문화,화,7,9,15:00,18:00,운캠C 212
전공,한국복식디자인 2,월,4,6,12:00,15:00,운캠B 427
전공,패턴제작 및 구성,금,4,6,12:00,15:00,운캠B 427
전공,패턴제작 및 구성,월,4,6,12:00,15:00,운캠B 430
전공,컬러정보와 디자인,화,7,9,15:00,18:00,운캠B 645
전공,컬러정보와 디자인,수,4,6,12:00,15:00,운캠B 645
전공,드레이핑 테크닉,목,4,6,12:00,15:00,운캠B 534
전공,드레이핑 테크닉,목,7,9,15:00,18:00,운캠B 534
전공,이노베이티브패션디자인,월,7,9,15:00,18:00,운캠B 425
전공,이노베이티브패션디자인,화,7,9,15:00,18:00,운캠B 425
전공,패션 광고마케팅 프로젝트,화,4,6,12:00,15:00,운캠B 647
전공,의복구성실무,수,7,9,15:00,18:00,운캠B 425
전공,패션소재기획,금,4,6,12:00,15:00,운캠B 530
전공,패션디자인스튜디오,수,7,9,15:00,18:00,운캠B 645
전공,패션디자인스튜디오,화,7,9,15:00,18:00,운캠B 646
전공,패턴 CAD,화,4,6,12:00,15:00,운캠B 425
전공,패턴 CAD,목,4,6,12:00,15:00,운캠B 425
전공,패턴 CAD,목,7,9,15:00,18:00,운캠B 425
전공,글로벌패션유통산업,월,4,6,12:00,15:00,운캠B-109
전공,글로벌패션유통산업,수,4,6,12:00,15:00,운캠B-109
전공,전통복식 기획과 창업,목,4,6,12:00,15:00,운캠B 537
전공,남성복 연구,월,7,9,15:00,18:00,운캠B 427
전공,남성복 연구,화,7,9,15:00,18:00,운캠B 427
전공,전통과 현대염색기법,수,4,6,12:00,15:00,운캠B 433
전공,테크니컬 디자인,목,7,9,15:00,18:00,운캠B 645
전공,테크니컬 디자인,금,7,9,15:00,18:00,운캠C 305
전공,패션창업과 마케팅 1,수,7,9,15:00,18:00,운캠B 647
전공,소비자정보와 교육,화,4,6,12:00,15:00,운캠C 212
전공,지역생활문화콘텐츠,목,7,9,15:00,18:00,운캠C 304
전공,서비스와 커뮤니케이션,수,4,6,12:00,15:00,운캠P 502
전공,소비자 의사결정론,수,7,9,15:00,18:00,운캠C 206
전공,소비자 의사결정론,월,4,6,12:00,15:00,운캠C 103
전공,가족학,금,7,9,15:00,18:00,운캠C 206
전공,생활문화상품개발,화,7,9,15:00,18:00,운캠C 304
전공,소비자행동과 마케팅,화,1,3,09:00,12:00,운캠B 529
전공,소비자경제학,화,1,3,09:00,12:00,운캠C 212
전공,보험과 은퇴설계,수,4,6,12:00,15:00,운캠C 304
전공,연구 및 조사방법,월,7,9,15:00,18:00,운캠C 209
전공,소비자투자와 자산관리,월,4,6,12:00,15:00,운캠B 530
전공,소비자심리와 광고,목,1,3,09:00,12:00,운캠B 530
전공,소비자법과 정책,목,4,6,12:00,15:00,운캠B 541
전공,금융소비자와 시장,목,7,9,15:00,18:00,운캠B 424
전공,컨벤션문화산업,목,4,6,12:00,15:00,운캠C 211
전공,소비자학응용세미나,금,1,3,09:00,12:00,운캠C 310
전공,소비자중심경영,금,4,6,12:00,15:00,운캠C 211
전공,미용 중국어기초,수,5,6,13:00,15:00,운캠C 212
전공,화장품학개론,금,7,9,15:00,18:00,운캠C 204
전공,뷰티 일러스트레이션,월,5,6,13:00,15:00,운캠P 607
전공,기초에스테틱,화,4,6,12:00,15:00,운캠P 603
전공,기초에스테틱,수,7,9,15:00,18:00,운캠P 603
전공,기초에스테틱,월,7,9,15:00,18:00,운캠P 603
전공,뷰티색채학,화,4,6,12:00,15:00,운캠C 209
전공,시대별 테마 메이크업,목,4,6,12:00,15:00,운캠P 604
전공,시대별 테마 메이크업,수,7,9,15:00,18:00,운캠P 604
전공,향과 아로마테라피,목,1,3,09:00,12:00,운캠P 606
전공,향과 아로마테라피,화,7,9,15:00,18:00,운캠P 606
전공,이미지메이킹,금,5,6,13:00,15:00,운캠P 604
전공,이미지메이킹,월,5,6,13:00,15:00,운캠P 604
전공,뷰티크리에이터,월,7,9,15:00,18:00,운캠P 606
전공,뷰티크리에이터,수,7,9,15:00,18:00,운캠P 607
전공,실무헤어스타일링,월,4,6,12:00,15:00,운캠C 615
전공,실무헤어스타일링,월,7,9,15:00,18:00,운캠C 615
전공,뷰티네일,화,1,3,09:00,12:00,운캠P 606
전공,뷰티네일,목,4,6,12:00,15:00,운캠P 606
전공,뷰티네일,금,7,9,15:00,18:00,운캠P 606
전공,기능성 화장품학,월,7,9,15:00,18:00,운캠C 211
전공,3D 캐릭터분장,화,4,6,12:00,15:00,운캠P 607
전공,3D 캐릭터분장,화,7,9,15:00,18:00,운캠P 607
전공,인체해부생리학,목,4,6,12:00,15:00,운캠B-106
전공,화장품 품질경영,화,7,9,15:00,18:00,운캠P 605
전공,뷰티 마케팅과 경영,목,1,3,09:00,12:00,운캠C 212
전공,아트메이크업,화,1,3,09:00,12:00,운캠P 607
전공,프로스테틱 특수분장,목,4,6,12:00,15:00,운캠P 607
전공,프로스테틱 특수분장,목,7,9,15:00,18:00,운캠P 607
전공,뷰티 트렌드 세미나,수,4,6,12:00,15:00,운캠P 607
전공,전공 실무인턴십,목,2,3,10:00,12:00,운캠P 604
전공,야외활동,화,7,9,15:00,18:00,체101
전공,야외활동,수,7,9,15:00,18:00,체101
전공,수상안전 및 인명구조,금,7,9,15:00,18:00,nan
전공,태권도,목,4,6,12:00,15:00,난104
전공,태권도,금,4,6,12:00,15:00,난104
전공,댄스로빅,화,4,6,12:00,15:00,프701
전공,댄스로빅,월,1,3,09:00,12:00,프701
전공,스피드 스케이팅,금,1,3,09:00,12:00,nan
전공,건강운동심리학,수,4,6,12:00,15:00,난505
전공,헬스트레이닝,목,1,3,09:00,12:00,nan
전공,헬스트레이닝,목,7,9,15:00,18:00,nan
전공,스포츠산업‧경제론,목,4,6,12:00,15:00,성702
전공,운동생리실습,화,4,6,12:00,15:00,수C-737
전공,운동생리실습,화,7,9,15:00,18:00,성713
전공,해양스포츠 2,금,1,3,09:00,12:00,nan
전공,운동처방실습,목,4,6,12:00,15:00,난302
전공,운동처방실습,목,7,9,15:00,18:00,수341
전공,스포츠사회학,금,1,3,09:00,12:00,성307
전공,스키,금,4,6,12:00,15:00,nan
전공,배드민턴,금,4,6,12:00,15:00,체101
전공,스포츠의학,화,4,6,12:00,15:00,난807
전공,스포츠와 대중매체,화,4,6,12:00,15:00,수C-843
전공,스포츠 마케팅 사례연구,목,4,6,12:00,15:00,성705
전공,스포츠응급처치,수,4,6,12:00,15:00,수409
전공,크로스핏,화,1,3,09:00,12:00,체101
전공,근관절 생리학,목,4,6,12:00,15:00,수C-614
전공,운동재활트레이닝,화,4,6,12:00,15:00,nan
전공,운동역학과 재활,월,1,3,09:00,12:00,수408
전공,소마틱재활요법,화,7,9,15:00,18:00,프701
전공,소마틱재활요법,수,7,9,15:00,18:00,프701
전공,건강체력측정평가,수,4,6,12:00,15:00,수C-614
전공,운동재활의학,화,4,6,12:00,15:00,수C-615
전공,교정운동,월,7,9,15:00,18:00,프701
